iter	Logloss
219	0.1321460268
220	0.1320159859
221	0.1319846638
222	0.1319846602
223	0.1318260233
224	0.1318130891
225	0.1316943175
226	0.1316925431
227	0.1316881838
228	0.1316881781
229	0.1316808448
230	0.1313848861
231	0.1313024148
232	0.1313024076
233	0.1312313655
234	0.1312206182
235	0.1311517939
236	0.1308805975
237	0.1306283994
238	0.1306174806
239	0.1305836453
240	0.1305245549
241	0.1304958386
242	0.130290746
243	0.1302228824
244	0.1301717042
245	0.1301627111
246	0.1301435865
247	0.1300401769
248	0.1297545889
249	0.1297545831
250	0.1296911216
251	0.1296264777
252	0.1295965317
253	0.1295560224
254	0.1295560106
255	0.1295178497
256	0.1294808173
257	0.1294628567
258	0.1294571759
259	0.1292731949
260	0.1291497306
261	0.1291211423
262	0.1291067472
263	0.1290104927
264	0.1289453128
265	0.128926021
266	0.1287377276
267	0.1286748271
268	0.1285334193
269	0.1284350996
270	0.1284112265
271	0.1282702906
272	0.1282485714
273	0.1281977561
274	0.1277585533
275	0.1276810802
276	0.1275832401
277	0.1275340974
278	0.1275105002
279	0.1274253279
280	0.1273301464
281	0.1273168962
282	0.1273016531
283	0.1272703388
284	0.1272397394
285	0.1272315811
286	0.1272068138
287	0.1271780233
288	0.1271512072
289	0.127126853
290	0.1271114633
291	0.1270221787
292	0.126956559
293	0.1269049597
294	0.1268821942
295	0.1268442627
296	0.1268002476
297	0.1267995438
298	0.1267588485
299	0.1265907118
300	0.1264830656
301	0.126269993
302	0.1262308156
303	0.1262056489
304	0.1261072451
305	0.1260452573
306	0.1258014115
307	0.1256835445
308	0.1256332
309	0.1256070666
310	0.1254512947
311	0.1252880339
312	0.1251019686
313	0.1250184054
314	0.1248418229
315	0.124756416
316	0.1246631029
317	0.1246194087
318	0.1245234945
319	0.124440886
320	0.1244201699
321	0.1242852435
322	0.1241659339
323	0.1240771467
324	0.1239662664
325	0.1237185284
326	0.123632529
327	0.1230848344
328	0.122962639
329	0.1229083084
330	0.1227958836
331	0.1227007053
332	0.1226527925
333	0.1226010178
334	0.1225145058
335	0.1224540318
336	0.122404227
337	0.1223440509
338	0.1222721854
339	0.1222354915
340	0.1217873352
341	0.1217497019
342	0.1217126377
343	0.1216275683
344	0.1215564166
345	0.1215191557
346	0.1214809534
347	0.1214233276
348	0.1213622367
349	0.1212244356
350	0.1211070075
351	0.1210315711
352	0.1208623103
353	0.1208279777
354	0.1206560919
355	0.1205025916
356	0.1203824796
357	0.1201880584
358	0.1200340872
359	0.1199603827
360	0.1198647654
361	0.1197853674
362	0.1197349706
363	0.1196690617
364	0.119632887
365	0.1195848094
366	0.1195392706
367	0.1194370113
368	0.1194135092
369	0.1193491276
370	0.1191812187
371	0.1190862021
372	0.1190618435
373	0.1189409059
374	0.1187989585
375	0.1184243441
376	0.1183919115
377	0.1183384272
378	0.1182879519
379	0.1180797545
380	0.1180049633
381	0.1179788922
382	0.1179424607
383	0.1178973087
384	0.1178026369
385	0.1177672039
386	0.1177102287
387	0.1175677486
388	0.1175381433
389	0.1174999678
390	0.1174385866
391	0.117413943
392	0.11716568
393	0.117012755
394	0.1169617572
395	0.1169191722
396	0.1168670456
397	0.116837486
398	0.1167310427
399	0.1167028588
400	0.1166300073
401	0.1165002013
402	0.1163713616
403	0.1163247637
404	0.1160442565
405	0.1159079721
406	0.1158089813
407	0.1157394831
408	0.1156476429
409	0.1155310902
410	0.1154597373
411	0.1153897314
412	0.1152821198
413	0.1152023827
414	0.1151530124
415	0.1151256291
416	0.1150167582
417	0.1149922115
418	0.1148960647
419	0.1148484363
420	0.1147006954
421	0.1146905398
422	0.114647001
423	0.114540829
424	0.1145135272
425	0.1144205462
426	0.1141413514
427	0.1140888992
428	0.1139907857
429	0.1139109169
430	0.113796912
431	0.1137352407
432	0.1136839456
433	0.1136528527
434	0.1135394014
435	0.1132510618
436	0.1131357317
437	0.1129835718
438	0.1127322072
439	0.1126779496
440	0.1126058409
441	0.112556514
442	0.1123546019
443	0.1122409704
444	0.1121289363
445	0.1120393154
446	0.1119505447
447	0.1118475695
448	0.1117638576
449	0.1117434284
450	0.1116848839
451	0.1116196815
452	0.1115487715
453	0.1114958825
454	0.1114481737
455	0.1113798338
456	0.1113193415
457	0.1112987583
458	0.1112683012
459	0.1111399835
460	0.1111228792
461	0.1110792101
462	0.1110515529
463	0.1110272118
464	0.1109984475
465	0.1109740343
466	0.1109379928
467	0.1109044778
468	0.1108836985
469	0.1108553185
470	0.1107941293
471	0.1107345848
472	0.1106338196
473	0.1104994082
474	0.1104252681
475	0.1103677776
476	0.1103539805
477	0.1102614677
478	0.1102503229
479	0.1101424611
480	0.1100812136
481	0.1100273532
482	0.1099013541
483	0.1097386603
484	0.1096976383
485	0.1095945579
486	0.1095596036
487	0.109503115
488	0.109401712
489	0.1093329669
490	0.1093081895
491	0.1092586067
492	0.1092137466
493	0.1091482273
494	0.1090252773
495	0.1089983789
496	0.1089579081
497	0.1089213009
498	0.1088207614
499	0.1087053774
500	0.1086139599
501	0.1085799094
502	0.108558056
503	0.1085438869
504	0.1085108637
505	0.1084770652
506	0.1084086689
507	0.108332059
508	0.1083166499
509	0.1082269086
510	0.1081957703
511	0.1080803186
512	0.1079390366
513	0.1078848066
514	0.107789178
515	0.107764318
516	0.1077421964
517	0.1076610582
518	0.1075794859
519	0.1075122163
520	0.1074691534
521	0.1074077594
522	0.1073481577
523	0.1072806205
524	0.1072526239
525	0.1072123997
526	0.1071685176
527	0.1071071661
528	0.1070748882
529	0.1070604828
530	0.1070430327
531	0.1070021581
532	0.106934633
533	0.1068702206
534	0.1068104847
535	0.1067771007
536	0.1066693988
537	0.1066402214
538	0.1065965586
539	0.1065652538
540	0.1065121311
541	0.106493942
542	0.1064391031
543	0.106400992
544	0.1063358507
545	0.1063140591
546	0.1062977406
547	0.1062605556
548	0.1062057176
549	0.106185837
550	0.1061456027
551	0.1060777315
552	0.1060508717
553	0.1060125664
554	0.1059660456
555	0.1058468346
556	0.1058089961
557	0.1057760904
558	0.1057455875
559	0.1056976258
560	0.1056570381
561	0.1055650028
562	0.1054194532
563	0.1053181979
564	0.1051917085
565	0.1051406559
566	0.1050587952
567	0.104998173
568	0.1049272102
569	0.1048435331
570	0.104819479
571	0.1047769676
572	0.1046989155
573	0.1046220245
574	0.1045630599
575	0.1044308837
576	0.1043283036
577	0.1042332421
578	0.104179022
579	0.1040593989
580	0.1040209474
581	0.1039881293
582	0.1039509513
583	0.1038028996
584	0.1037810576
585	0.1036778004
586	0.1036504622
587	0.1036018466
588	0.1035933205
589	0.1035684741
590	0.1034961799
591	0.1034669575
592	0.1034346982
593	0.1033905204
594	0.1033640704
595	0.1033309615
596	0.1033043882
597	0.103267072
598	0.1032402747
599	0.1032107778
600	0.1031866453
601	0.1031273926
602	0.1030955041
603	0.1030540275
604	0.1029952368
605	0.1029699185
606	0.1028697086
607	0.1028480519
608	0.1028141999
609	0.1027790742
610	0.1027081687
611	0.102690057
612	0.1026557845
613	0.1025776438
614	0.1025533723
615	0.102447116
616	0.1023719198
617	0.1023260234
618	0.1023052476
619	0.102277288
620	0.1022361621
621	0.1021686299
622	0.1021390416
623	0.1020441242
624	0.1020207851
625	0.102004647
626	0.1019684471
627	0.1018827326
628	0.1018298249
629	0.1018146372
630	0.1017884677
631	0.1016628372
632	0.1016303529
633	0.101612918
634	0.1015873624
635	0.1015420376
636	0.1014560432
637	0.10137925
638	0.101343671
639	0.1012999661
640	0.1012646962
641	0.1012363477
642	0.1012225285
643	0.1011165815
644	0.1010795959
645	0.1010343274
646	0.1009986932
647	0.1009744664
648	0.1009536439
649	0.1009326737
650	0.1008742931
651	0.1007919539
652	0.1006970535
653	0.1006461334
654	0.1006155559
655	0.1005425053
656	0.1004857544
657	0.1003796124
658	0.1003128925
659	0.1002874105
660	0.100274874
661	0.1002576575
662	0.1002268829
663	0.1001925425
664	0.1001464353
665	0.1001189163
666	0.1000998132
667	0.1000316866
668	0.1000188806
669	0.09999658438
670	0.09995361309
671	0.09993223233
672	0.09991537784
673	0.09989101545
674	0.09984831249
675	0.09982032281
676	0.09980405267
677	0.09970700558
678	0.09961403299
679	0.09951870351
680	0.09943699803
681	0.0994082818
682	0.09938796724
683	0.09932485241
684	0.09928779348
685	0.09927018118
686	0.09923919637
687	0.09918398972
688	0.09915873185
689	0.09913850642
690	0.09910365425
691	0.0990789333
692	0.09904572282
693	0.09902012931
694	0.09894328194
695	0.09887805916
696	0.09885369082
697	0.0988399445
698	0.09881362242
699	0.09874470572
700	0.09872975749
701	0.09861084562
702	0.09858174495
703	0.09855979479
704	0.09853859702
705	0.09848886418
706	0.09847698256
707	0.09845043742
708	0.09842262279
709	0.09839745818
710	0.09837040266
711	0.09832076378
712	0.09828717186
713	0.09827136213
714	0.0982473123
715	0.09816165048
716	0.09812937403
717	0.09805689554
718	0.09793122651
719	0.09785769047
720	0.09776797559
721	0.09768303401
722	0.09763946458
723	0.09762190787
724	0.09758509283
725	0.09753288746
726	0.09749915133
727	0.09746484857
728	0.09740003524
729	0.09738497131
730	0.09727347186
731	0.09725513276
732	0.09721779677
733	0.0972055946
734	0.09709574576
735	0.09707780097
736	0.09699791793
737	0.09695757232
738	0.09692859442
739	0.09689089345
740	0.09685760943
741	0.09678805338
742	0.09674181612
743	0.0966921022
744	0.0966119601
745	0.09653260185
746	0.09651304795
747	0.09640827521
748	0.09636487684
749	0.09632297718
750	0.09624535233
751	0.09622692812
752	0.09621065138
753	0.09614201898
754	0.09610945575
755	0.09609377509
756	0.09607027351
757	0.09604798119
758	0.09602759545
759	0.09600734085
760	0.09598733042
761	0.09596785239
762	0.09595620087
763	0.09592065631
764	0.09589125018
765	0.09586260152
766	0.09583290094
767	0.09577319876
768	0.09575231455
769	0.09571897973
770	0.09554809446
771	0.0954517012
772	0.09543267513
773	0.09540785139
774	0.0953784575
775	0.09534654105
776	0.09533201796
777	0.09523417141
778	0.09521620161
779	0.09520003054
780	0.09518299086
781	0.09516189834
782	0.09513887165
783	0.09510192418
784	0.09503422183
785	0.09500436553
786	0.09498876451
787	0.09490916176
788	0.09488921657
789	0.09482343591
790	0.09477815455
791	0.09470965819
792	0.09458360755
793	0.09449947078
794	0.09447857448
795	0.09444947724
796	0.09442996904
797	0.09440715561
798	0.09430614592
799	0.09420383481
800	0.09418909672
801	0.09417367449
802	0.09414889906
803	0.09403363315
804	0.093957273
805	0.09392673997
806	0.09381681255
807	0.09378014548
808	0.0937433253
809	0.09372316472
810	0.09368234884
811	0.09365249397
812	0.09361841697
813	0.093518863
814	0.09346348811
815	0.09342412228
816	0.09339243488
817	0.093325534
818	0.09328251747
819	0.09319887812
820	0.09316339657
821	0.09307301526
822	0.09304572142
823	0.09301690873
824	0.09297958099
825	0.09296015805
826	0.09285671098
827	0.09275498828
828	0.09265504713
829	0.09263509472
830	0.09261903626
831	0.09254125796
832	0.09252767958
833	0.09250813186
834	0.09246002322
835	0.09244159362
836	0.0924072776
837	0.09238197297
838	0.09235970595
839	0.09233938417
840	0.09231244177
841	0.09226288912
842	0.09217596487
843	0.0921364722
844	0.09210631188
845	0.09207433282
846	0.09204771514
847	0.09202110477
848	0.09193655968
849	0.09189006173
850	0.09185413598
851	0.09182151042
852	0.09179995311
853	0.09177570707
854	0.09175745157
855	0.09174157337
856	0.09173074764
857	0.09171263534
858	0.09169180002
859	0.09167508589
860	0.09164818411
861	0.09162739214
862	0.09161220524
863	0.09154033248
864	0.09149706236
865	0.0914582027
866	0.09142503013
867	0.0913766567
868	0.0913388687
869	0.09130463837
870	0.09122420198
871	0.09116619246
872	0.09114343134
873	0.0910995369
874	0.09107048574
875	0.09104533778
876	0.09101984899
877	0.09099446385
878	0.09094521223
879	0.09092872854
880	0.0908870051
881	0.09086895056
882	0.09083426746
883	0.09059586951
884	0.09057381041
885	0.09053566072
886	0.09052553284
887	0.09046829008
888	0.09039690896
889	0.09037808978
890	0.09035311638
891	0.09029691852
892	0.09028497423
893	0.09025050678
894	0.09022001968
895	0.09014915044
896	0.09012509805
897	0.09009225784
898	0.09005371866
899	0.09001412552
900	0.0899725606
901	0.08994105752
902	0.08989095566
903	0.08982993571
904	0.08975179915
905	0.08965627846
906	0.08956651145
907	0.08949989406
908	0.08944466408
909	0.08938468638
910	0.08930816634
911	0.08924917831
912	0.08922501421
913	0.08917276405
914	0.08913863793
915	0.08907952778
916	0.08902814382
917	0.08897084525
918	0.0889190956
919	0.08887143386
920	0.08879467484
921	0.08876700999
922	0.08873582767
923	0.08871203959
924	0.08866863447
925	0.08864517762
926	0.08860062058
927	0.08853502248
928	0.08851366043
929	0.08846720517
930	0.08840813825
931	0.08831089493
932	0.08827392912
933	0.08824714584
934	0.08821261754
935	0.08818817126
936	0.08816042413
937	0.08814569378
938	0.08812129927
939	0.08803499204
940	0.08799231297
941	0.0879428163
942	0.08790556542
943	0.08788439298
944	0.0878667748
945	0.08783149644
946	0.08779687095
947	0.08778114723
948	0.08775512883
949	0.08772074536
950	0.08770614217
951	0.08768129124
952	0.08766009857
953	0.08762529498
954	0.08756630322
955	0.08755489281
956	0.08752926632
957	0.08750977058
958	0.08749336454
959	0.08746167053
960	0.08741069824
961	0.08739445623
962	0.08737350367
963	0.08733607869
964	0.08730896087
965	0.0872841317
966	0.08725588829
967	0.0872358245
968	0.08722329311
969	0.08720005567
970	0.08717398121
971	0.08712337096
972	0.08706630427
973	0.08700441848
974	0.08698623285
975	0.08695570247
976	0.0869261309
977	0.0868986481
978	0.08688149039
979	0.08685785061
980	0.08683926014
981	0.08682264302
982	0.08680968566
983	0.08679525591
984	0.08673554475
985	0.08665163297
986	0.08656688586
987	0.08650642639
988	0.08648969456
989	0.08646379969
990	0.08644424763
991	0.08641461481
992	0.08638725666
993	0.08636772149
994	0.08635322817
995	0.08631857113
996	0.08627242514
997	0.08623200729
998	0.08621225764
999	0.08617605329
1000	0.08615706073
1001	0.08613652011
1002	0.08612491048
1003	0.08610525212
1004	0.08609395469
1005	0.08606454901
1006	0.08603532311
1007	0.086005555
1008	0.08596551125
1009	0.08593878029
1010	0.08590465072
1011	0.08587833584
1012	0.08586235183
1013	0.08583697832
1014	0.08581051697
1015	0.08578947804
1016	0.08575127928
1017	0.08574111939
1018	0.08570980754
1019	0.08569238449
1020	0.08566873698
1021	0.08564662034
1022	0.08563533776
1023	0.08560653871
1024	0.08559347562
1025	0.08555420137
1026	0.08553342135
1027	0.08551854518
1028	0.08550007045
1029	0.08548311485
1030	0.08545264997
1031	0.08541892508
1032	0.08540293412
1033	0.08537747797
1034	0.0853562085
1035	0.08531058524
1036	0.08528515527
1037	0.08526467883
1038	0.08519068753
1039	0.08515947272
1040	0.08511152361
1041	0.08508715852
1042	0.08506890578
1043	0.0850573067
1044	0.08504079566
1045	0.08503762696
1046	0.08501853898
1047	0.08496685289
1048	0.08494351681
1049	0.08492541439
1050	0.08489760312
1051	0.08488151715
1052	0.08486574499
1053	0.08483097605
1054	0.08480545456
1055	0.08479224634
1056	0.08477793003
1057	0.08476273304
1058	0.08474185966
1059	0.08471570025
1060	0.08468474284
1061	0.08467436749
1062	0.08464722607
1063	0.08463311651
1064	0.08461365107
1065	0.08460269711
1066	0.08456607769
1067	0.08451948319
1068	0.08450689102
1069	0.08446018776
1070	0.08444179574
1071	0.08442010021
1072	0.08437793142
1073	0.08436248347
1074	0.08432021222
1075	0.08427500696
1076	0.0842450256
1077	0.08422951944
1078	0.08419851152
1079	0.08414729089
1080	0.08410474429
1081	0.08404708855
1082	0.08399387357
1083	0.08384202001
1084	0.08381492767
1085	0.08375435342
1086	0.08369569161
1087	0.08368840306
1088	0.08366541728
1089	0.08365037572
1090	0.08359517134
1091	0.08357568354
1092	0.08355038631
1093	0.08354697934
1094	0.08350768425
1095	0.08348084217
1096	0.08341540647
1097	0.08340107226
1098	0.08338071565
1099	0.08334564316
1100	0.08333323316
1101	0.0833215361
1102	0.08330516939
1103	0.08324976342
1104	0.08317849486
1105	0.08312597278
1106	0.08307913038
1107	0.08304866482
1108	0.0829548059
1109	0.08288385242
1110	0.08280477861
1111	0.08278190488
1112	0.08275956872
1113	0.08273580257
1114	0.08270682846
1115	0.08263610195
1116	0.08255196474
1117	0.08243948346
1118	0.08240652713
1119	0.08236696791
1120	0.08234514608
1121	0.08232077131
1122	0.08229240814
1123	0.08225873753
1124	0.08223599609
1125	0.08221241957
1126	0.08214892685
1127	0.08213075558
1128	0.08210201178
1129	0.08207458446
1130	0.08205193683
1131	0.08202764375
1132	0.08200915005
1133	0.08198999707
1134	0.08197194954
1135	0.08195321135
1136	0.08192978784
1137	0.08187553108
1138	0.0818478231
1139	0.08183225605
1140	0.08181337534
1141	0.08180199678
1142	0.08177975576
1143	0.08176600365
1144	0.08173925998
1145	0.08170938143
1146	0.08170041915
1147	0.08167736405
1148	0.0816624719
1149	0.08165080943
1150	0.08163386665
1151	0.08162313709
1152	0.08158755691
1153	0.08157293165
1154	0.08154820604
1155	0.08148912033
1156	0.08146985117
1157	0.08142709661
1158	0.08140233896
1159	0.08139424869
1160	0.08135529747
1161	0.08134049421
1162	0.08131959148
1163	0.08129704089
1164	0.08128239683
1165	0.08126617331
1166	0.08125214701
1167	0.08123064861
1168	0.08120646712
1169	0.08114429701
1170	0.08112007701
1171	0.08110533341
1172	0.08109608401
1173	0.08106493021
1174	0.08104274742
1175	0.08099016233
1176	0.0809773578
1177	0.08095914236
1178	0.08094522599
1179	0.0809207605
1180	0.08089552108
1181	0.08087867406
1182	0.08085515413
1183	0.08083540332
1184	0.08081796156
1185	0.08080458629
1186	0.08079144186
1187	0.08073658497
1188	0.08071469289
1189	0.08069114728
1190	0.08061594518
1191	0.08057631459
1192	0.08053350432
1193	0.08051045992
1194	0.08049327515
1195	0.08046475869
1196	0.08040987188
1197	0.0803374621
1198	0.08029466748
1199	0.08023307152
1200	0.08018647731
1201	0.08015323417
1202	0.08007475859
1203	0.08001951949
1204	0.07997945995
1205	0.07996422471
1206	0.07994954133
1207	0.07994068343
1208	0.07988747085
1209	0.07987386163
1210	0.07985519699
1211	0.0797915301
1212	0.07975742766
1213	0.07973953509
1214	0.07972153282
1215	0.07969982412
1216	0.07968819246
1217	0.07968003101
1218	0.07965792266
1219	0.07963310955
1220	0.07961184673
1221	0.0796059641
1222	0.07959106066
1223	0.07957131854
1224	0.07955087771
1225	0.07953157737
1226	0.07950206341
1227	0.07946952838
1228	0.07944427892
1229	0.07942316828
1230	0.07940386864
1231	0.07938722518
1232	0.07936421229
1233	0.07934169486
1234	0.07932015216
1235	0.07929334452
1236	0.07926098247
1237	0.07923104555
1238	0.07922216558
1239	0.07921484345
1240	0.07919044031
1241	0.07916877445
1242	0.07911618324
1243	0.07909724406
1244	0.07893149574
1245	0.07888002563
1246	0.07881308696
1247	0.07877232929
1248	0.07875426869
1249	0.07872680307
1250	0.07871755744
1251	0.07868982453
1252	0.07867039153
1253	0.07863318702
1254	0.07858559277
1255	0.07855488025
1256	0.07852394614
1257	0.07850015143
1258	0.07847233589
1259	0.07845326438
1260	0.07839270483
1261	0.07835826785
1262	0.07834281148
1263	0.07832270878
1264	0.07830201061
1265	0.07828677068
1266	0.07826653521
1267	0.07818735236
1268	0.07812742312
1269	0.07804635996
1270	0.07802007157
1271	0.07798037462
1272	0.07795300689
1273	0.07793918709
1274	0.07787871731
1275	0.07785112807
1276	0.07781368762
1277	0.07775349274
1278	0.07772859829
1279	0.0777082426
1280	0.07768033455
1281	0.07765020345
1282	0.07763344119
1283	0.07761907004
1284	0.07759708215
1285	0.07758810397
1286	0.0775615776
1287	0.07754022232
1288	0.07751705773
1289	0.07750211004
1290	0.07748884217
1291	0.0774624501
1292	0.07743591688
1293	0.07741804199
1294	0.07739690907
1295	0.07738523924
1296	0.07737089985
1297	0.07735898631
1298	0.07734797519
1299	0.07731364889
1300	0.07729778994
1301	0.07727356362
1302	0.07725737791
1303	0.07723842146
1304	0.07722890976
1305	0.07717261669
1306	0.07715096484
1307	0.07712650875
1308	0.0771167849
1309	0.07709491437
1310	0.07708014332
1311	0.07705764497
1312	0.07703783723
1313	0.07702433824
1314	0.07700293374
1315	0.07699179612
1316	0.07697610154
1317	0.07688245439
1318	0.07685424093
1319	0.0768257557
1320	0.0768105945
1321	0.07679382656
1322	0.07677267258
1323	0.07674176833
1324	0.0766979881
1325	0.07667784969
1326	0.07661708649
1327	0.07657363972
1328	0.07655703931
1329	0.07653561603
1330	0.07651199593
1331	0.07649460589
1332	0.07647750697
1333	0.07642862758
1334	0.07641616437
1335	0.07640662424
1336	0.07636348762
1337	0.07633619089
1338	0.07628881481
1339	0.07623840419
1340	0.07622748715
1341	0.07620574354
1342	0.07617365184
1343	0.07614131189
1344	0.07612810282
1345	0.07609208667
1346	0.07604751057
1347	0.07603425818
1348	0.07599533979
1349	0.07597925332
1350	0.07596486217
1351	0.07595455999
1352	0.07589307299
1353	0.07584572231
1354	0.07582093452
1355	0.07577042345
1356	0.07575331685
1357	0.07572878105
1358	0.07570317208
1359	0.07567378954
1360	0.07566065778
1361	0.07562058454
1362	0.07559870377
1363	0.07558715268
1364	0.07557030706
1365	0.07554402056
1366	0.07552773933
1367	0.07550970105
1368	0.0754444148
1369	0.0753928057
1370	0.07535888376
1371	0.07532473994
1372	0.07530643051
1373	0.07528800404
1374	0.07525300321
1375	0.07522260119
1376	0.07521236162
1377	0.07518276998
1378	0.07516954738
1379	0.07515736859
1380	0.07514115904
1381	0.07512535718
1382	0.07510938946
1383	0.07508465849
1384	0.07505194457
1385	0.07503081223
1386	0.07496817632
1387	0.07494783991
1388	0.07487981774
1389	0.07484645268
1390	0.07482372566
1391	0.07480745633
1392	0.07474731248
1393	0.07472350943
1394	0.07469401431
1395	0.07468030653
1396	0.07466009396
1397	0.07464700177
1398	0.07462910279
1399	0.07461399558
1400	0.0745799546
1401	0.0745654603
1402	0.07455469447
1403	0.07443677103
1404	0.07441536516
1405	0.07439215892
1406	0.07435727816
1407	0.07434065677
1408	0.07431993625
1409	0.07431142603
1410	0.07429184876
1411	0.07426508324
1412	0.07424665348
1413	0.07422667347
1414	0.07418394243
1415	0.074167775
1416	0.07415543532
1417	0.0741019291
1418	0.07405359051
1419	0.07402991337
1420	0.07400559133
1421	0.07399035447
1422	0.07394876709
1423	0.07393082948
1424	0.07389804371
1425	0.07387763291
1426	0.07385168617
1427	0.07383560263
1428	0.07381394677
1429	0.07380313829
1430	0.07375255557
1431	0.073739651
1432	0.07369258328
1433	0.07367504325
1434	0.07366937901
1435	0.07364587466
1436	0.07362631987
1437	0.07359187878
1438	0.07354710577
1439	0.07353343256
1440	0.07350193539
1441	0.07348251979
1442	0.07345434353
1443	0.07343341313
1444	0.07341938605
1445	0.07340100763
1446	0.07338402699
1447	0.07336478493
1448	0.07334722761
1449	0.07333228134
1450	0.07331584349
1451	0.07330233548
1452	0.07329013377
1453	0.07327375083
1454	0.07325946353
1455	0.07324243513
1456	0.0731985649
1457	0.07318446756
1458	0.07313890197
1459	0.0731222099
1460	0.0730992556
1461	0.073087553
1462	0.07307608624
1463	0.07305158579
1464	0.07303059358
1465	0.07302356135
1466	0.0730157244
1467	0.072979074
1468	0.07296066058
1469	0.07292510463
1470	0.07287407289
1471	0.07285871276
1472	0.07284196742
1473	0.07278628744
1474	0.07271915251
1475	0.07267275333
1476	0.07261578866
1477	0.07258752691
1478	0.0725631971
1479	0.07254387182
1480	0.07253227491
1481	0.0725045496
1482	0.0724636864
1483	0.07243562815
1484	0.07240358465
1485	0.07238057855
1486	0.07234338467
1487	0.07229159548
1488	0.07227013808
1489	0.0722469642
1490	0.07221425427
1491	0.07217778119
1492	0.07215854288
1493	0.0721424093
1494	0.07213182744
1495	0.07211703921
1496	0.07210313833
1497	0.07204712797
1498	0.07201866258
1499	0.07197505207
1500	0.07192377176
1501	0.07189304421
1502	0.07187578515
1503	0.07185532549
1504	0.07183487231
1505	0.07180649741
