iter	Logloss
1506	0.07175982242
1507	0.07174253197
1508	0.07172508271
1509	0.07170390333
1510	0.07164180324
1511	0.07157384357
1512	0.07155970537
1513	0.07152184913
1514	0.07150155839
1515	0.07148646997
1516	0.07147515125
1517	0.07145324898
1518	0.07143964775
1519	0.07142537442
1520	0.07140382135
1521	0.07138515811
1522	0.07136860542
1523	0.07135665827
1524	0.07132505238
1525	0.07129413205
1526	0.07127430213
1527	0.07126282013
1528	0.07125495714
1529	0.07121167045
1530	0.07114913215
1531	0.07112533461
1532	0.07110131236
1533	0.07107915988
1534	0.07104253197
1535	0.07099668252
1536	0.07096418548
1537	0.07093465149
1538	0.07086788674
1539	0.07085237666
1540	0.07082998259
1541	0.07081939512
1542	0.07080166465
1543	0.07078597135
1544	0.07072514039
1545	0.070664808
1546	0.07062098705
1547	0.07057083798
1548	0.07055526228
1549	0.07049755119
1550	0.07046113591
1551	0.07039811473
1552	0.07037898996
1553	0.07035924401
1554	0.07034941549
1555	0.07033345898
1556	0.07031432039
1557	0.07029494816
1558	0.07028181372
1559	0.07027457453
1560	0.07025845137
1561	0.07024591854
1562	0.07023313603
1563	0.07021298857
1564	0.0701902185
1565	0.07014659436
1566	0.0701269039
1567	0.07008942427
1568	0.07007440481
1569	0.07003688654
1570	0.06998172305
1571	0.0699295351
1572	0.06990853723
1573	0.06987379746
1574	0.0698450855
1575	0.06979760283
1576	0.06977151544
1577	0.06972092324
1578	0.06967946591
1579	0.06966111561
1580	0.06963849231
1581	0.06962507628
1582	0.06960943894
1583	0.0695873347
1584	0.06956018849
1585	0.06953116878
1586	0.06950174356
1587	0.06949068719
1588	0.06947483892
1589	0.06945572818
1590	0.06942372024
1591	0.06940523544
1592	0.06938932268
1593	0.06937313836
1594	0.06935718523
1595	0.06933685189
1596	0.06931163153
1597	0.0692962511
1598	0.06927951114
1599	0.06926455912
1600	0.06924704166
1601	0.06922879095
1602	0.06920740083
1603	0.06919357182
1604	0.06918258705
1605	0.06916974606
1606	0.06915113701
1607	0.06913388061
1608	0.06910758398
1609	0.06909131244
1610	0.06903328586
1611	0.06898480739
1612	0.06893780636
1613	0.06889962611
1614	0.06888214732
1615	0.06886899839
1616	0.06884805359
1617	0.06883004521
1618	0.06881630778
1619	0.06878873292
1620	0.06875480534
1621	0.06873326673
1622	0.06871565238
1623	0.06870513384
1624	0.06868103249
1625	0.06866996913
1626	0.06863914254
1627	0.06858549289
1628	0.06855648112
1629	0.06851705196
1630	0.06846884878
1631	0.06845900199
1632	0.06844450118
1633	0.06843263189
1634	0.06841763923
1635	0.06840139387
1636	0.06838283847
1637	0.06833084055
1638	0.06831339341
1639	0.06829162136
1640	0.06828323314
1641	0.06827014834
1642	0.06825413764
1643	0.06823276359
1644	0.06821433049
1645	0.06819936686
1646	0.06818155126
1647	0.06815143311
1648	0.06814658679
1649	0.06811981876
1650	0.06810585452
1651	0.06808670767
1652	0.06806248308
1653	0.06802459308
1654	0.06800293742
1655	0.06798925198
1656	0.06790457903
1657	0.06785766637
1658	0.06781992951
1659	0.0677757351
1660	0.06774148381
1661	0.06772044871
1662	0.06768147428
1663	0.06766444948
1664	0.06764914244
1665	0.06763436373
1666	0.06761622771
1667	0.06759996295
1668	0.067586938
1669	0.06756820232
1670	0.06755355054
1671	0.0675396504
1672	0.0675164865
1673	0.06749998014
1674	0.06748196547
1675	0.06747450764
1676	0.06745137062
1677	0.06743227926
1678	0.0674168045
1679	0.06739870565
1680	0.06738112435
1681	0.0673618776
1682	0.06734455238
1683	0.06729157631
1684	0.06726814547
1685	0.0672523584
1686	0.06722836891
1687	0.06721454151
1688	0.06719151786
1689	0.06717190722
1690	0.06716599833
1691	0.06713858567
1692	0.06712847809
1693	0.06712180257
1694	0.06710812459
1695	0.06707224027
1696	0.06704409987
1697	0.0670230304
1698	0.06695668667
1699	0.06693483335
1700	0.06693019937
1701	0.06691934774
1702	0.06690035652
1703	0.0668811038
1704	0.06684512069
1705	0.0668321903
1706	0.06681947707
1707	0.06681049581
1708	0.06679454532
1709	0.06678321682
1710	0.06676431462
1711	0.06674471894
1712	0.06672475409
1713	0.06671830495
1714	0.06669588021
1715	0.06666828601
1716	0.06665769013
1717	0.06664483883
1718	0.06662382617
1719	0.06661536804
1720	0.06659917206
1721	0.06658485719
1722	0.06655660647
1723	0.06653903871
1724	0.06652414213
1725	0.06650378185
1726	0.06649098916
1727	0.06647353388
1728	0.06646047171
1729	0.06644157596
1730	0.06641815329
1731	0.066402384
1732	0.06639206601
1733	0.06637215078
1734	0.06635751546
1735	0.06635065712
1736	0.0663348331
1737	0.06632579499
1738	0.06630314216
1739	0.06626873334
1740	0.06625029496
1741	0.0662382273
1742	0.06621832513
1743	0.06621232962
1744	0.06619376802
1745	0.06617420571
1746	0.06616561313
1747	0.06615282479
1748	0.066136587
1749	0.06612912861
1750	0.06611748418
1751	0.06608508792
1752	0.06606046169
1753	0.06604203104
1754	0.06602693506
1755	0.06602292758
1756	0.06601391775
1757	0.06599973786
1758	0.06598510549
